,Impulsivity,Reckless_behaviour,Blurting,Interrupting,Talkative,Difficulty_delaying_gratification,Difficulty_waiting_turn,Misjudged_time,Inattention,Fidgety,Restless,Difficulty_concentrating,Needed_deadlines,Irritable,Impatient,Stubborn,Bored,Difficulty_sleeping,Checking_for_mistakes,Difficult_to_touch_rubbish,Contamination_concerns,Performed_rituals,Compulsions_1,Checking,Try_to_prevent_harm,Checking_so_nothing_terrible_would_happen,Rituals_for_protection,Fear_of_mistakes,Perfectionism,Responsibility_to_ensure_everything_was_in_order,Very_strict_with_self,One_right_way_to_do_things,Upsetting_thoughts,Obsessive_thoughts,Compulsions_2,Fear_of_acting_on_compulsions,Guilt_about_obsessions,Thoughts_would_harm_other_people_unintentionally,Having_upsetting_thought_made_it_more_likely_to_happen,Repeat_words_to_stop_obsessions,Need_for_order,Strict_routine_doing_ordinary_things,Do_everything_exactly_right_leaving_home,Got_stuck_doing_routine_behaviours,Suicidal_ideation,Intrusive_thoughts_about_self_harm,Suicidal_ideation_and_plans,Told_someone_about_suicidality,Fear_of_fear,Sought_help_for_panic,Rush_of_fear_and_related_impairment,Fear_of_specific_situations,Claustrophobia,Safety_zone,Thought_might_be_dying,Afraid_of_physical_symptoms,Frightened_by_nausea,Fear_of_loss_of_control,Disconnected_or_detached,Racing_or_pounding_heart,Trembling,Feeling_anxious_,Fear,Avoidance_of_social_situations_1,Avoid_disagreeing_with_others,Concerns_about_being_observed_public_speaking,Tension_headaches_before_social_situations,Angry,Bad_temper,Guilt_about_anger,Felt_like_breaking_things,Anger_fixation,Resentful,Guilt_and_low_self_worth,Envy,Hostile,Loss_of_control_of_drinking,Using_larger_amounts_of_alcohol_than_intended,Fast_drinking_for_quick_effect,Drank_for_negative_affect,Drank_because_nothing_to_do,Drank_because_angry_with_self,Drank_because_lonely,Drank_because_annoyed,Drank_because_tense,Drank_because_of_physical_pain,Large_amounts_of_time_drinking,Used_drugs_to_get_high,Time_recovering_from_drugs,Drank_because_deserved_it,Drank_to_unwind,Depressed_mood,Felt__attacked,Paranoia__people_are_against_them_,Thoughts_of_people_trying_to_upset_deliberately,Olfactory_hallucination,Sense_of_unreality,Sense_of_danger_or_dread,Something_seriously_wrong_with_body,Lights_or_colours_seemed_brighter,Paranormal_experiences,Thought_insertion,Doubted_dreams_were_the_product_of_own_mind,Thought_broadcasting,Someone_something_playing_games_with_mind,Felt_part_of_body_did_not_belong,Paranoia__people_want_to_hurt_them,Paranoia__being_followed_or_observed,Auditory_hallucinations,Mistook_noises_for_voices,Ideas_of_reference,Special_powers,Felt_was_very_special,Had_a_sixth_sense,Heard_voices,Anxious_arousal_due_to_trauma,Dysphoria_due_to_trauma,Avoidance_of_cues_and_emotional_detachment,Self_blame_for_trauma,Trauma_amnesia,Reexperiencing_trauma,Social_interaction_concerns,Role_and_relationship_impairment_from_drug_use,Relationship_friction_around_drug_use,Urge_to_use_drugs,Money_problems_due_to_drug_use,Used_drugs_in_hazardous_situations,Prioritising_drug_use,Dependence_on_drugs,Withdrawal_from_drugs,Had_to_keep_taking_drugs_once_started,Used_drugs_after_deciding_not_to,Tolerance_to_drugs,More_drugs_than_intended_and_despite_psychological_problems,Suicidal_plans,Hopelessness,Suicidal_thoughts__better_off_dead,Unafraid_of_dying,Worry_about_panic,Fear_of_leaving_the_house_alone,Nervous_or_anxious,Panic_episode,Afraid_would_have_a_heart_attack_stroke_suffocate_or_die,Chest_pain,Felt_could_not_breathe,Dizzy_or_lightheaded,Feared_fainting,Avoidance_of_social_situations_2,Avoidance_of_crowded_places,Fear_of_negative_evaluation,Fear_of_being_centre_of_attention,Drinking_large_amounts,Felt_should_cut_down_drinking,Anhedonia,Felt_like_a_failure
Social_interaction_concerns,0.377108321,0.352030212,0.441439143,0.340038319,0.312209586,0.435889684,0.402437643,0.429878947,0.643448298,0.532113915,0.374707928,0.656274831,0.414354456,0.530961962,0.53365501,0.429056754,0.452836593,0.511321822,0.495181431,0.284119088,0.314000465,0.272527246,0.404800946,0.30275704,0.362087251,0.324819653,0.271888703,0.588497977,0.448541943,0.349215791,0.400280492,0.372285995,0.586088081,0.434414586,0.341616456,0.488683945,0.463749193,0.323967628,0.400622924,0.328920416,0.416143407,0.354694862,0.322915823,0.347651717,0.445142329,0.412535864,0.450545764,0.256758983,0.603099405,0.345342144,0.720767196,0.715694065,0.445555869,0.493362774,0.462569867,0.533146635,0.421583265,0.563011695,0.561790537,0.504776775,0.460438256,0.695295386,0.70018112,0.903288558,0.704509382,0.938527889,0.647021552,0.466145075,0.380755996,0.397495719,0.367002749,0.474369658,0.53492405,0.683168684,0.46515811,0.384261004,0.208144191,0.152857959,0.220709195,0.268161699,0.19510531,0.263095479,0.229114077,0.201032198,0.28785054,0.160758215,0.145851589,0.270356501,0.172827206,0.124774246,0.080469242,0.700901794,0.27669086,0.530772514,0.333655239,0.1811961,0.346738579,0.378378307,0.319427633,0.25707179,0.266216792,0.232627922,0.205671282,0.351659259,0.24825195,0.193511737,0.326406923,0.3587854,0.250021674,0.204127981,0.184855616,0.172823801,0.204871911,0.161279822,0.247525035,0.509157406,0.504327271,0.540992363,0.427777854,0.406718748,0.491424888,1,0.282053557,0.237689044,0.260872054,0.22308592,0.161258508,0.246906375,0.293782606,0.166685045,0.211629165,0.20308021,0.255633696,0.270117041,0.390766949,0.601087984,0.542255913,0.279195926,0.530807558,0.478639864,0.607168359,0.600962562,0.36525341,0.410125955,0.491468192,0.427048535,0.374406469,0.840473971,0.758319863,0.876264327,0.91416144,0.128532179,0.08841481,0.639709868,0.63194164
Role_and_relationship_impairment_from_drug_use,0.344456718,0.391002617,0.315116186,0.210880609,0.19369577,0.285333111,0.206868173,0.271960907,0.328054026,0.252337759,0.231984981,0.327244135,0.166844097,0.241593999,0.237665898,0.233434463,0.255455869,0.210426479,0.214354077,0.16340314,0.189697044,0.20590851,0.249186108,0.136627433,0.179108291,0.130840306,0.166842622,0.273954426,0.190341201,0.165323989,0.192705661,0.138141953,0.274946441,0.276311367,0.195425908,0.311232257,0.253732923,0.253673978,0.270500643,0.223738163,0.171449167,0.183816335,0.194419336,0.228949874,0.236255773,0.296080218,0.268693211,0.2262451,0.244380986,0.17228529,0.314174371,0.278784896,0.133847183,0.215300073,0.223855224,0.224994157,0.209101748,0.338392942,0.279255679,0.252878624,0.218309796,0.257832065,0.252802231,0.288648802,0.263753088,0.291675209,0.212017072,0.212912808,0.210705364,0.128941815,0.237246197,0.25695947,0.254697118,0.273870779,0.187793493,0.163891081,0.272986795,0.313144639,0.269246304,0.214997642,0.291991479,0.286041154,0.282545485,0.22403829,0.226368058,0.136311434,0.292767951,0.687471528,0.608380385,0.147255841,0.133120347,0.273463979,0.234711937,0.321086221,0.190481981,0.124640862,0.271421889,0.191720501,0.260627499,0.257674738,0.345554055,0.211732802,0.181383049,0.276356951,0.276524653,0.256304324,0.260609902,0.334967632,0.273935448,0.262651458,0.245812089,0.290053501,0.325277991,0.274382418,0.291659165,0.304926279,0.320161925,0.296421479,0.330351216,0.246239418,0.315775655,0.282053557,1,0.649351208,0.715838276,0.646983977,0.608789649,0.713762809,0.665878314,0.531530135,0.597102443,0.705702252,0.680017032,0.74371019,0.247432949,0.285162891,0.279542597,0.223721682,0.20856502,0.180597181,0.2254594,0.252828582,0.17697293,0.211291234,0.185642146,0.197417222,0.172626558,0.268509811,0.2251432,0.272393855,0.281199762,0.277063964,0.202094295,0.262799982,0.262073853
Relationship_friction_around_drug_use,0.233289488,0.272375735,0.255260008,0.157187325,0.196434143,0.202328368,0.211441438,0.225143645,0.249711328,0.21886622,0.175317111,0.242633363,0.091050935,0.23127949,0.219923874,0.265244828,0.197772784,0.169890636,0.22657691,0.181785983,0.222533344,0.155038791,0.231951952,0.123096831,0.177933677,0.1363482,0.146689835,0.235531358,0.206346349,0.162222026,0.146149052,0.137220651,0.248674743,0.189158471,0.168245858,0.277916258,0.204576858,0.245726756,0.212344394,0.202863536,0.173191982,0.165472454,0.179108128,0.159319726,0.177850257,0.23758387,0.211887707,0.192793052,0.26564343,0.251791541,0.282009242,0.281058092,0.151832526,0.207209951,0.219540794,0.232532615,0.212768029,0.313148729,0.238198985,0.273104771,0.274523004,0.237592437,0.234357794,0.2510989,0.194359489,0.243436414,0.21075691,0.207991171,0.231313692,0.174997125,0.214744492,0.229478504,0.258172971,0.246794622,0.155348226,0.207139518,0.105289482,0.159883893,0.164201429,0.105625653,0.163161526,0.145877911,0.138459107,0.141606987,0.136392381,0.077406199,0.180974133,0.575266415,0.524213509,0.098342854,0.049690945,0.236268138,0.177491563,0.274236075,0.166997543,0.140690683,0.232446383,0.155378296,0.201089253,0.20182029,0.300693373,0.150225076,0.184029012,0.24954982,0.167635362,0.219841346,0.226673176,0.284092101,0.213108326,0.240007593,0.21247079,0.243370163,0.222552516,0.1774633,0.229658475,0.269830629,0.27721568,0.263891783,0.237475356,0.202005622,0.289904522,0.237689044,0.649351208,1,0.619556755,0.610616242,0.500834068,0.628652258,0.598017886,0.524093343,0.543678708,0.572377461,0.609204123,0.625987099,0.17248688,0.245302745,0.222189436,0.187898243,0.209914359,0.20500438,0.162825248,0.245826551,0.162454024,0.190415228,0.186912044,0.187331147,0.158566079,0.22895583,0.19115866,0.234534736,0.220429214,0.127321654,0.058351711,0.220826795,0.232088642
Urge_to_use_drugs,0.261335621,0.320285468,0.276433012,0.17694925,0.156469518,0.229072709,0.216540435,0.206121094,0.26934926,0.223340642,0.190416339,0.268002019,0.139447646,0.236463513,0.229135544,0.20847224,0.206070971,0.182141792,0.223202747,0.18484454,0.197649891,0.203063859,0.223347575,0.140689268,0.195344033,0.137810834,0.186298894,0.232622677,0.194150421,0.144061185,0.191036626,0.121682699,0.263132445,0.241153376,0.188808299,0.24163967,0.207588586,0.22405052,0.229865939,0.19398978,0.149742494,0.212252924,0.219630381,0.156804071,0.201106891,0.241095682,0.231894869,0.166912448,0.258940484,0.204447291,0.302480122,0.284048006,0.131224161,0.207325885,0.216773503,0.235488082,0.17738007,0.293349005,0.299508485,0.24465787,0.237933122,0.260665064,0.235592621,0.285346206,0.214350529,0.250990636,0.211068488,0.208632267,0.239038556,0.154475651,0.229163423,0.254357905,0.244206462,0.241726184,0.208553625,0.185978307,0.248201578,0.252047892,0.274372267,0.155054033,0.264444554,0.169547836,0.198155109,0.197278495,0.192519076,0.124213032,0.264316544,0.710144026,0.464626003,0.148693508,0.09450898,0.253235556,0.229700255,0.285092799,0.17275971,0.116314407,0.241507357,0.182809234,0.241485017,0.243258343,0.296380469,0.231834576,0.132171984,0.246995248,0.194953455,0.196117883,0.255033782,0.304869028,0.253006249,0.216448178,0.212817475,0.273941891,0.30583257,0.210328142,0.279244563,0.324846208,0.342279397,0.312658289,0.274871886,0.249634836,0.318885568,0.260872054,0.715838276,0.619556755,1,0.650391822,0.547194173,0.752704079,0.780198119,0.592751989,0.603078435,0.633448074,0.658625703,0.681134639,0.181150836,0.246543125,0.247373046,0.205833124,0.199846862,0.18821829,0.203557717,0.228636755,0.1648612,0.22915622,0.148607591,0.17871211,0.144174444,0.251677073,0.223319631,0.234270869,0.254212708,0.22420311,0.138153518,0.237041432,0.222917424
Money_problems_due_to_drug_use,0.214268386,0.261182809,0.236861788,0.169278368,0.135242248,0.215040934,0.171964568,0.211158135,0.231486167,0.160705509,0.141827341,0.228113221,0.075125912,0.178305522,0.185417504,0.18007457,0.188740267,0.145180863,0.166221344,0.120062658,0.129508861,0.099247897,0.145540303,0.062618228,0.146627502,0.070193941,0.072590819,0.191134529,0.149869627,0.112643522,0.142721088,0.117034451,0.218941374,0.181457438,0.085352346,0.220156034,0.155383127,0.212547536,0.18045679,0.132598984,0.101989964,0.13988004,0.14871473,0.137456768,0.146061894,0.164503064,0.1960491,0.129478068,0.216206585,0.191503918,0.250742023,0.249874831,0.135420523,0.189165042,0.161484965,0.217088765,0.157272442,0.267596757,0.249245574,0.241529277,0.236565595,0.175674552,0.154297905,0.229306573,0.124890525,0.203466256,0.115139651,0.152471337,0.175425013,0.072581764,0.180890501,0.192707552,0.148415949,0.17902442,0.100114661,0.142243142,0.138793173,0.168883706,0.154835765,0.100426318,0.207352835,0.124759083,0.148809371,0.132291843,0.086390332,0.064661812,0.205714934,0.596883697,0.525565716,0.085849493,0.054827813,0.193672152,0.183506836,0.248389401,0.146787649,0.118166554,0.188857774,0.165269589,0.171131932,0.197760583,0.227209093,0.135048011,0.107458952,0.195884812,0.196576516,0.171093492,0.184403851,0.254917873,0.247408751,0.170656371,0.201358757,0.2410499,0.258851039,0.16336421,0.246822648,0.240329574,0.258110992,0.255817165,0.232277939,0.242618078,0.243793076,0.22308592,0.646983977,0.610616242,0.650391822,1,0.49213386,0.701350404,0.595970013,0.502566654,0.526688477,0.576557331,0.578563545,0.608373608,0.149362366,0.211349535,0.194225627,0.20635412,0.150045067,0.145160723,0.13035135,0.193312606,0.16269327,0.205086991,0.16402908,0.170505123,0.125011646,0.223304007,0.214670848,0.178064628,0.206030828,0.142185533,0.060003635,0.201698807,0.180417271
Used_drugs_in_hazardous_situations,0.190707756,0.270687006,0.198850714,0.127306338,0.087688975,0.123006504,0.127351464,0.156089286,0.192019128,0.173563469,0.139765655,0.187557755,0.078582092,0.121448592,0.11556081,0.152606373,0.123023824,0.137303676,0.179742613,0.118004684,0.135275453,0.140303433,0.175203181,0.087073099,0.153924165,0.095634507,0.123453245,0.172048675,0.150796893,0.122219932,0.110040647,0.137480069,0.16254911,0.102726053,0.142368319,0.215864102,0.125515552,0.136161271,0.162748444,0.15413799,0.135688167,0.161129652,0.14490368,0.171313856,0.109177428,0.197291257,0.140106874,0.200071858,0.180383271,0.161711321,0.192296207,0.174403017,0.119144982,0.093628159,0.137897907,0.176835566,0.051425228,0.205415254,0.151335306,0.147637065,0.173508384,0.156168006,0.162386209,0.174845517,0.159609891,0.168528446,0.12226333,0.070936971,0.107852663,0.059893686,0.127226868,0.131754509,0.137650173,0.134878555,0.14713334,0.067271787,0.12163716,0.160026719,0.14728607,0.110769686,0.17709551,0.135515154,0.159254609,0.11935194,0.101452787,0.116994973,0.196827301,0.494012216,0.369238235,0.04182276,0.055651459,0.141972569,0.159229428,0.151778195,0.072905601,0.134746273,0.200669343,0.105548045,0.167705459,0.193258166,0.243272,0.168416472,0.129579741,0.175639859,0.195560092,0.135451723,0.165204617,0.188601374,0.198187074,0.23267961,0.151341985,0.194175973,0.180117731,0.15631406,0.230286586,0.185320632,0.171304399,0.180960371,0.182931023,0.152975889,0.165864818,0.161258508,0.608789649,0.500834068,0.547194173,0.49213386,1,0.56045627,0.530036531,0.408552028,0.488480233,0.485301208,0.524654548,0.535804425,0.149293637,0.139852373,0.134306857,0.129395072,0.135837538,0.119434292,0.127812161,0.159377082,0.12250252,0.136092488,0.123844522,0.101291172,0.077247548,0.168516099,0.149960168,0.159457106,0.157231609,0.153035669,0.070481507,0.137439536,0.14021024
Prioritising_drug_use,0.249957355,0.321240317,0.233701134,0.152826706,0.112167491,0.230598407,0.183033626,0.219272965,0.241111673,0.193277286,0.157185173,0.259441608,0.148010349,0.222907569,0.198540927,0.228944583,0.19091944,0.155223635,0.219737266,0.138589609,0.172049598,0.166415375,0.207867205,0.13433475,0.185349863,0.135759849,0.138899709,0.210048491,0.190416604,0.160393157,0.146923444,0.146677109,0.214991528,0.200968992,0.130547652,0.228038748,0.164535282,0.195619587,0.200646514,0.1773312,0.158599312,0.182653077,0.189818881,0.192060608,0.193934291,0.199828609,0.218935457,0.182669735,0.22869185,0.179149428,0.252546469,0.250655899,0.117778073,0.184670302,0.179623547,0.205325781,0.141254125,0.269695057,0.248113333,0.220893513,0.226738576,0.203261117,0.186530741,0.272050005,0.20225702,0.238390837,0.180837073,0.183120159,0.198055351,0.150142866,0.216837525,0.229264235,0.194073398,0.224894066,0.147477093,0.155244459,0.18809578,0.219365021,0.223207202,0.121408081,0.251234746,0.156284398,0.191912841,0.14716736,0.137085987,0.131409497,0.22616606,0.728847729,0.496826817,0.13348445,0.091246363,0.229728772,0.167521183,0.246008921,0.156791552,0.149894699,0.193788572,0.147337236,0.230368653,0.237041969,0.271770125,0.190696316,0.12998555,0.23615798,0.191856953,0.215676688,0.215837834,0.262865352,0.252844583,0.205501223,0.203314474,0.227320165,0.262194379,0.232609539,0.255039514,0.262360904,0.281239681,0.266245469,0.226061172,0.194432264,0.275859332,0.246906375,0.713762809,0.628652258,0.752704079,0.701350404,0.56045627,1,0.725894753,0.538737269,0.614759885,0.666893889,0.670981147,0.716224876,0.180338251,0.234813494,0.217041496,0.187512971,0.1743022,0.191252492,0.158230473,0.19077043,0.1706994,0.210101808,0.145087388,0.16499109,0.093905806,0.243636237,0.221786657,0.216444648,0.239860269,0.18606072,0.135615752,0.221791745,0.213668233
Dependence_on_drugs,0.253816025,0.306539764,0.311905776,0.235640542,0.200055881,0.268713298,0.204979866,0.225272975,0.30600907,0.252478594,0.205063742,0.291115719,0.165423369,0.254021279,0.231583544,0.191121574,0.213699774,0.239516259,0.234170594,0.194561444,0.240986535,0.179319005,0.242683073,0.159293805,0.238643573,0.179497273,0.18548341,0.265586543,0.191240807,0.183812475,0.197500243,0.170351202,0.297618205,0.242236948,0.172621494,0.298535911,0.206973673,0.246384231,0.254047861,0.203869191,0.187385128,0.217583837,0.197313224,0.177447748,0.245310469,0.235713319,0.265696841,0.181929395,0.293801694,0.190869635,0.349093855,0.329813486,0.177918979,0.239885212,0.235964684,0.249522191,0.180851925,0.320293327,0.302984843,0.281223197,0.293026724,0.305146141,0.283691873,0.331935236,0.254269736,0.282448861,0.266667682,0.233589914,0.235375592,0.197797512,0.22189045,0.259936567,0.239652472,0.286526795,0.213057332,0.185579535,0.222348807,0.204960539,0.203624539,0.152751809,0.217571429,0.193339434,0.196862307,0.170720197,0.174505495,0.133921771,0.189251691,0.641312331,0.444732816,0.101563715,0.084520512,0.288331435,0.172199856,0.259498408,0.180225733,0.146123584,0.224367526,0.198978652,0.237718246,0.237174044,0.274603317,0.202048777,0.126169212,0.224122922,0.173949001,0.196706228,0.207517911,0.25890334,0.23512354,0.209523026,0.182932333,0.271649534,0.274401428,0.242223828,0.220872675,0.334032464,0.349624039,0.321592257,0.297549041,0.2274293,0.346846195,0.293782606,0.665878314,0.598017886,0.780198119,0.595970013,0.530036531,0.725894753,1,0.569936422,0.600229916,0.64552098,0.690752679,0.704208884,0.217368901,0.291007038,0.294712227,0.183019404,0.230307076,0.214570889,0.205405322,0.266187671,0.210683306,0.256511534,0.169317924,0.190729417,0.160417823,0.301034788,0.279316189,0.268742691,0.287087147,0.158184093,0.137412273,0.278400798,0.270569529
Withdrawal_from_drugs,0.13387618,0.183193817,0.171000456,0.127343313,0.093739051,0.145456686,0.105521672,0.147406077,0.172248485,0.123753878,0.078179293,0.185703241,0.124126152,0.185886758,0.155259342,0.19669592,0.140363122,0.129304914,0.121237385,0.106711916,0.125164707,0.088951529,0.133762461,0.087226394,0.107524276,0.064767759,0.093959548,0.135161132,0.078386427,0.027924529,0.120333448,0.08793741,0.153311393,0.122073604,0.082791408,0.152145406,0.110565265,0.174432799,0.150675357,0.106010449,0.099152371,0.133436141,0.172602403,0.065724973,0.155544858,0.213556544,0.196066076,0.130605324,0.203533418,0.168260524,0.204599391,0.191081269,0.124972831,0.168136877,0.14699355,0.177676804,0.165409843,0.185592191,0.191955105,0.173271311,0.189106022,0.179327194,0.165996848,0.174285601,0.123553629,0.16158613,0.132087265,0.189152044,0.201303169,0.139139127,0.157623158,0.177952364,0.188419798,0.193544838,0.136799587,0.121665218,0.124603985,0.141450285,0.139696884,0.09215207,0.157166606,0.10571128,0.136708762,0.124448718,0.112165342,0.095508085,0.163884113,0.492461152,0.455910706,0.066478846,0.028965866,0.181245882,0.106680562,0.173425982,0.158028874,0.135445184,0.132732187,0.142796092,0.146331117,0.173465308,0.199863161,0.092194735,0.133999488,0.141889429,0.152769712,0.138829451,0.177933189,0.214578949,0.11888683,0.206234605,0.093080161,0.170845336,0.181381162,0.140938569,0.146514741,0.210138721,0.226779423,0.221110679,0.158600914,0.179128411,0.212602539,0.166685045,0.531530135,0.524093343,0.592751989,0.502566654,0.408552028,0.538737269,0.569936422,1,0.479467852,0.526654262,0.524831777,0.548479118,0.152111591,0.17370263,0.190298901,0.159497221,0.156475255,0.129486076,0.125075434,0.170780201,0.133272024,0.154387293,0.106879387,0.135465898,0.142000862,0.146136321,0.106125312,0.149939724,0.176658461,0.125970242,0.054993317,0.172888494,0.170840731
Had_to_keep_taking_drugs_once_started,0.23175628,0.308481884,0.216166967,0.175586002,0.099510185,0.191539681,0.164561064,0.199739296,0.222754118,0.214920862,0.180107888,0.241086379,0.101991638,0.213463906,0.192275651,0.191326266,0.185646097,0.194227855,0.200018381,0.170088921,0.1536187,0.143708038,0.198537272,0.15387511,0.14771468,0.121403185,0.132071063,0.202321551,0.174174043,0.152997381,0.191956983,0.114366819,0.21092691,0.213911234,0.12916362,0.241085044,0.169124045,0.20383543,0.160364269,0.187778991,0.151344142,0.170959272,0.191705858,0.154267432,0.143749372,0.211518362,0.161596309,0.159490816,0.189755052,0.171290814,0.235465266,0.235810311,0.128304935,0.147808613,0.17394965,0.177306056,0.161603509,0.234292491,0.214636119,0.170687052,0.19118443,0.223311466,0.210819846,0.219072667,0.216686007,0.21784119,0.13203603,0.180631474,0.182081819,0.164126436,0.207923181,0.247911796,0.230678947,0.227835657,0.141721882,0.146927092,0.168807592,0.178197201,0.188510108,0.175579901,0.224520819,0.194155728,0.192155165,0.186550096,0.155843306,0.135835,0.198555076,0.493591002,0.509483332,0.131496093,0.108976402,0.216268415,0.20911605,0.235801516,0.143602266,0.122517546,0.171638024,0.157977052,0.17356615,0.173559762,0.229345984,0.160307787,0.11194236,0.189303225,0.153484561,0.184395933,0.210798815,0.219382006,0.144778393,0.157416153,0.197380536,0.185652185,0.183840474,0.171738919,0.180427786,0.243520558,0.250178854,0.24403586,0.233685168,0.227138484,0.242254706,0.211629165,0.597102443,0.543678708,0.603078435,0.526688477,0.488480233,0.614759885,0.600229916,0.479467852,1,0.583408557,0.509049665,0.57659159,0.148235477,0.19339543,0.173569529,0.092483146,0.158273069,0.184572688,0.135817647,0.186747461,0.138121372,0.164386764,0.116014401,0.116491896,0.126397557,0.205677793,0.189337764,0.202954454,0.222859835,0.16638375,0.103986388,0.19338144,0.218052847
Used_drugs_after_deciding_not_to,0.225844673,0.309934923,0.245491383,0.155225363,0.10269219,0.205188847,0.130572309,0.179200457,0.231470122,0.179295394,0.180664603,0.223013446,0.166781641,0.180821436,0.161835272,0.16911035,0.192885385,0.152205216,0.147590175,0.110527011,0.135964361,0.136688159,0.194008411,0.095806128,0.135069877,0.105312385,0.135665816,0.192045681,0.144746197,0.113301892,0.151525069,0.072283475,0.224844533,0.22098815,0.115011417,0.256800034,0.182757335,0.164228581,0.193989242,0.16934832,0.150452053,0.166995705,0.159130418,0.159118442,0.187484192,0.237458781,0.21432941,0.225164175,0.181321909,0.108179065,0.235252712,0.212272061,0.108299255,0.121024762,0.148328053,0.148633145,0.125413536,0.233545003,0.202900883,0.211593255,0.199050824,0.192136086,0.195945135,0.234717722,0.165760681,0.206705574,0.155147125,0.161256556,0.18461681,0.164982535,0.217166889,0.215625424,0.185599323,0.240041681,0.159619118,0.127185668,0.220771893,0.210355887,0.231063999,0.128286432,0.231323065,0.185282844,0.208258271,0.137947444,0.156908821,0.093063694,0.177598816,0.604288556,0.503043362,0.074574799,0.098752799,0.200066568,0.14851591,0.205262147,0.157499934,0.061315979,0.161042949,0.165413424,0.12262256,0.120124108,0.218159682,0.138220241,0.115296828,0.241089917,0.160742476,0.187759716,0.201194948,0.236401664,0.181594967,0.095149945,0.150820207,0.196738349,0.201045196,0.186672365,0.181651031,0.222784214,0.225893149,0.212790552,0.207550419,0.11509714,0.225946028,0.20308021,0.705702252,0.572377461,0.633448074,0.576557331,0.485301208,0.666893889,0.64552098,0.526654262,0.583408557,1,0.576108553,0.713024438,0.171243649,0.216819734,0.228015762,0.153927771,0.143604079,0.104962604,0.161258974,0.17160072,0.098008998,0.173927327,0.106989064,0.112467625,0.121802827,0.201563326,0.165857499,0.190964242,0.19946828,0.157002524,0.149681251,0.190085302,0.211770387
Tolerance_to_drugs,0.219048799,0.261857886,0.272943355,0.165516566,0.160752775,0.226114683,0.179604604,0.220274339,0.271485169,0.219504246,0.169896933,0.252175665,0.116692098,0.259346117,0.233039072,0.231822374,0.19820218,0.19654116,0.187112342,0.129250008,0.162304581,0.096551651,0.184031129,0.118793273,0.194455084,0.107825977,0.122326689,0.224106187,0.157199458,0.123222828,0.142088187,0.140046288,0.217428978,0.203682148,0.116756676,0.225884292,0.172791203,0.195881211,0.193779571,0.18231388,0.150665633,0.163791411,0.139487539,0.171116297,0.186593892,0.21193259,0.222359031,0.154647623,0.254985324,0.162239729,0.295652554,0.265662587,0.172356366,0.195755974,0.214776724,0.226140699,0.186884532,0.287634561,0.24574071,0.233531517,0.222733839,0.24467592,0.198317039,0.275296474,0.207879245,0.241826732,0.200616829,0.238177083,0.24271978,0.192351354,0.233485756,0.22002031,0.251203297,0.227095003,0.160034418,0.20953347,0.154325849,0.170378457,0.210938836,0.118760628,0.190178467,0.16340804,0.176531299,0.144756204,0.138896281,0.075238113,0.183952993,0.630113814,0.432230515,0.120110251,0.028771751,0.226451334,0.17107677,0.233842467,0.166383745,0.162754333,0.245984469,0.162217948,0.185392871,0.219216327,0.266416212,0.175590301,0.103184714,0.215917349,0.188348786,0.188274894,0.147655115,0.247371508,0.232106033,0.204500293,0.162862349,0.224898718,0.226486335,0.241919761,0.229048777,0.245553559,0.25773492,0.238277987,0.234743543,0.187408933,0.244593873,0.255633696,0.680017032,0.609204123,0.658625703,0.578563545,0.524654548,0.670981147,0.690752679,0.524831777,0.509049665,0.576108553,1,0.67095578,0.183254881,0.248881138,0.239223939,0.211797109,0.197886974,0.204217229,0.215209253,0.226358137,0.172534663,0.226676823,0.151021511,0.154114084,0.102776373,0.249252966,0.223178175,0.226035051,0.237057537,0.159610619,0.10384328,0.216799866,0.221445259
